SerialNo,PartyID,SymbolID,SymbolName,PoliticalPartyName,DistrictCd,DistrictName,StateID,SCConstID,CenterConstID,OrderID,TotalVoteReceived
6637,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),46,,5,0,1,46,40
6638,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",46,,5,0,1,49,38
6639,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,46,,5,0,1,39,37
6640,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,46,,5,0,1,27,36
6641,14,2536,जग,बहुजन शक्ति पार्टी,46,,5,0,1,14,35
6642,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,46,,5,0,1,12,29
6643,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,46,,5,0,1,28,27
6644,18,2507,कमलको फूल,नेपाल जनता पार्टी,46,,5,0,1,18,27
6645,9,2578,मादल,नेपाल मजदुर किसान पार्टी,46,,5,0,1,9,26
6646,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,46,,5,0,1,22,21
6647,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,46,,5,0,1,33,19
6648,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,46,,5,0,1,15,17
6649,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",46,,5,0,1,41,15
6650,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",46,,5,0,1,36,14
6651,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,46,,5,0,1,23,13
6652,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,46,,5,0,1,47,13
6653,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,46,,5,0,1,45,12
6654,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,46,,5,0,1,30,11
6655,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",46,,5,0,1,58,10
6656,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,46,,5,0,1,55,10
6657,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),46,,5,0,1,48,9
6658,57,2540,डुङ्‌गा,जन अधिकार पार्टी,46,,5,0,1,57,9
6659,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,46,,5,0,1,44,8
6660,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,46,,5,0,1,26,6
6661,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,46,,5,0,1,53,5
6662,42,2595,सिट्ठी,नेपाली जनता दल,46,,5,0,1,42,5
6663,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,46,,5,0,1,52,5
6664,43,2505,ओदान,त्रिमुल नेपाल,46,,5,0,1,43,4
6665,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,46,,5,0,1,29,4
6666,37,2530,घोडा,मितेरी पार्टी नेपाल,46,,5,0,1,37,3
6667,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,46,,5,0,1,31,3
6668,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,46,,5,0,1,35,3
6669,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),46,,5,0,1,56,2
6670,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,46,,5,0,2,4,56772
6671,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),46,,5,0,2,1,10898
6672,2,2583,रुख,नेपाली काँग्रेस,46,,5,0,2,2,8467
6673,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,46,,5,0,2,5,2547
6674,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,46,,5,0,2,34,2324
6675,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,46,,5,0,2,3,1603
6676,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,46,,5,0,2,40,673
6677,10,2522,गिलास,राष्ट्रिय जनमोर्चा,46,,5,0,2,10,330
6678,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,46,,5,0,2,32,274
6679,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,46,,5,0,2,11,173
6680,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),46,,5,0,2,38,147
6681,19,2521,गितार,संयुक्त नागरिक पार्टी,46,,5,0,2,19,140
6682,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",46,,5,0,2,50,122
6683,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,46,,5,0,2,24,114
6684,20,2529,घर,नेपाल जनमुक्ति पार्टी,46,,5,0,2,20,104
6685,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",46,,5,0,2,6,90
6686,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,46,,5,0,2,13,72
6687,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,46,,5,0,2,33,70
6688,7,2585,लाउड स्पिकर,जनमत पार्टी,46,,5,0,2,7,62
6689,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,46,,5,0,2,16,57
6690,9,2578,मादल,नेपाल मजदुर किसान पार्टी,46,,5,0,2,9,42
6691,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),46,,5,0,2,21,33
6692,18,2507,कमलको फूल,नेपाल जनता पार्टी,46,,5,0,2,18,31
6693,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,46,,5,0,2,39,26
6694,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",46,,5,0,2,49,20
6695,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),46,,5,0,2,25,19
6696,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),46,,5,0,2,17,18
6697,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,46,,5,0,2,12,18
6698,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,46,,5,0,2,15,16
6699,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),46,,5,0,2,54,14
6700,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,46,,5,0,2,53,12
6701,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,46,,5,0,2,45,12
6702,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,46,,5,0,2,47,11
6703,42,2595,सिट्ठी,नेपाली जनता दल,46,,5,0,2,42,10
6704,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,46,,5,0,2,29,8
6705,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",46,,5,0,2,58,8
6706,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,46,,5,0,2,27,7
6707,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,46,,5,0,2,51,6
6708,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,46,,5,0,2,55,6
6709,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,46,,5,0,2,22,5
6710,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",46,,5,0,2,41,4
6711,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,46,,5,0,2,30,4
6712,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",46,,5,0,2,36,4
6713,14,2536,जग,बहुजन शक्ति पार्टी,46,,5,0,2,14,3
6714,43,2505,ओदान,त्रिमुल नेपाल,46,,5,0,2,43,3
6715,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),46,,5,0,2,56,3
6716,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,46,,5,0,2,23,3
6717,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),46,,5,0,2,48,2
6718,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),46,,5,0,2,46,2
6719,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,46,,5,0,2,35,2
6720,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,46,,5,0,2,28,2
6721,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,46,,5,0,2,52,1
6722,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,46,,5,0,2,26,1
6723,57,2540,डुङ्‌गा,जन अधिकार पार्टी,46,,5,0,2,57,1
6724,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,46,,5,0,2,44,0
6725,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,46,,5,0,2,31,0
6726,37,2530,घोडा,मितेरी पार्टी नेपाल,46,,5,0,2,37,0
6727,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,46,,5,0,3,4,58325
6728,2,2583,रुख,नेपाली काँग्रेस,46,,5,0,3,2,8186
6729,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,46,,5,0,3,5,8118
6730,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),46,,5,0,3,1,7689
6731,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,46,,5,0,3,3,2277
6732,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,46,,5,0,3,34,1405
6733,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",46,,5,0,3,50,1282
6734,7,2585,लाउड स्पिकर,जनमत पार्टी,46,,5,0,3,7,1241
6735,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",46,,5,0,3,6,573
6736,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,46,,5,0,3,40,355
6737,10,2522,गिलास,राष्ट्रिय जनमोर्चा,46,,5,0,3,10,191
6738,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),46,,5,0,3,21,144
6739,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,46,,5,0,3,11,128
6740,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,46,,5,0,3,16,128
6741,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),46,,5,0,3,38,123
6742,9,2578,मादल,नेपाल मजदुर किसान पार्टी,46,,5,0,3,9,83
6743,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,46,,5,0,3,51,81
6744,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,46,,5,0,3,24,78
6745,18,2507,कमलको फूल,नेपाल जनता पार्टी,46,,5,0,3,18,71
6746,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),46,,5,0,3,54,68
6747,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,46,,5,0,3,32,68
6748,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),46,,5,0,3,25,59
6749,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,46,,5,0,3,13,57
6750,19,2521,गितार,संयुक्त नागरिक पार्टी,46,,5,0,3,19,53
6751,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,46,,5,0,3,27,50
6752,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,46,,5,0,3,39,46
6753,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),46,,5,0,3,17,46
6754,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",46,,5,0,3,49,36
6755,20,2529,घर,नेपाल जनमुक्ति पार्टी,46,,5,0,3,20,34
6756,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),46,,5,0,3,46,28
6757,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,46,,5,0,3,22,23
6758,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,46,,5,0,3,47,23
6759,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",46,,5,0,3,58,18
6760,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,46,,5,0,3,12,16
6761,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,46,,5,0,3,15,14
6762,14,2536,जग,बहुजन शक्ति पार्टी,46,,5,0,3,14,13
6763,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,46,,5,0,3,28,13
6764,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),46,,5,0,3,48,12
6765,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",46,,5,0,3,41,10
6766,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,46,,5,0,3,45,10
6767,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,46,,5,0,3,30,10
6768,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,46,,5,0,3,33,9
6769,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",46,,5,0,3,36,9
6770,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,46,,5,0,3,31,7
6771,42,2595,सिट्ठी,नेपाली जनता दल,46,,5,0,3,42,7
6772,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,46,,5,0,3,26,7
6773,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,46,,5,0,3,35,6
6774,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,46,,5,0,3,44,6
6775,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,46,,5,0,3,23,6
6776,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,46,,5,0,3,29,6
6777,37,2530,घोडा,मितेरी पार्टी नेपाल,46,,5,0,3,37,5
6778,57,2540,डुङ्‌गा,जन अधिकार पार्टी,46,,5,0,3,57,5
6779,43,2505,ओदान,त्रिमुल नेपाल,46,,5,0,3,43,5
6780,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),46,,5,0,3,56,4
6781,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,46,,5,0,3,53,4
6782,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,46,,5,0,3,55,4
6783,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,46,,5,0,3,52,1
6784,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,46,,5,0,4,4,30417
6785,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),46,,5,0,4,1,15678
6786,2,2583,रुख,नेपाली काँग्रेस,46,,5,0,4,2,14040
6787,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",46,,5,0,4,6,3785
6788,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,46,,5,0,4,5,3051
6789,7,2585,लाउड स्पिकर,जनमत पार्टी,46,,5,0,4,7,2762
6790,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,46,,5,0,4,51,792
6791,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,46,,5,0,4,3,537
6792,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),46,,5,0,4,46,263
6793,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",46,,5,0,4,50,252
6794,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,46,,5,0,4,16,251
6795,18,2507,कमलको फूल,नेपाल जनता पार्टी,46,,5,0,4,18,219
6796,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,46,,5,0,4,39,198
6797,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),46,,5,0,4,38,126
6798,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),46,,5,0,4,25,112
6799,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),46,,5,0,4,21,90
6800,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,46,,5,0,4,27,84
6801,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),46,,5,0,4,54,81
6802,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,46,,5,0,4,34,80
6803,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,46,,5,0,4,44,63
6804,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,46,,5,0,4,28,61
6805,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,46,,5,0,4,23,56
6806,9,2578,मादल,नेपाल मजदुर किसान पार्टी,46,,5,0,4,9,55
6807,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",46,,5,0,4,49,45
6808,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),46,,5,0,4,17,38
6809,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),46,,5,0,4,48,38
6810,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,46,,5,0,4,11,32
6811,10,2522,गिलास,राष्ट्रिय जनमोर्चा,46,,5,0,4,10,32
6812,19,2521,गितार,संयुक्त नागरिक पार्टी,46,,5,0,4,19,30
6813,14,2536,जग,बहुजन शक्ति पार्टी,46,,5,0,4,14,24
6814,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",46,,5,0,4,41,22
6815,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,46,,5,0,4,47,21
6816,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,46,,5,0,4,22,21
6817,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,46,,5,0,4,30,19
6818,42,2595,सिट्ठी,नेपाली जनता दल,46,,5,0,4,42,19
6819,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,46,,5,0,4,12,19
6820,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,46,,5,0,4,33,19
6821,37,2530,घोडा,मितेरी पार्टी नेपाल,46,,5,0,4,37,17
6822,20,2529,घर,नेपाल जनमुक्ति पार्टी,46,,5,0,4,20,16
6823,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,46,,5,0,4,24,16
6824,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,46,,5,0,4,26,13
6825,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",46,,5,0,4,36,13
6826,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,46,,5,0,4,13,11
6827,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,46,,5,0,4,31,11
6828,57,2540,डुङ्‌गा,जन अधिकार पार्टी,46,,5,0,4,57,11
6829,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,46,,5,0,4,45,10
6830,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,46,,5,0,4,40,9
6831,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,46,,5,0,4,15,9
6832,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),46,,5,0,4,56,7
6833,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,46,,5,0,4,32,6
6834,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,46,,5,0,4,29,6
6835,43,2505,ओदान,त्रिमुल नेपाल,46,,5,0,4,43,6
6836,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,46,,5,0,4,55,5
6837,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",46,,5,0,4,58,5
6838,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,46,,5,0,4,52,5
6839,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,46,,5,0,4,35,5
6840,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,46,,5,0,4,53,4
6841,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,46,,5,0,5,4,41756
6842,2,2583,रुख,नेपाली काँग्रेस,46,,5,0,5,2,11218
6843,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),46,,5,0,5,1,10316
6844,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,46,,5,0,5,3,4899
6845,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,46,,5,0,5,5,4121
6846,7,2585,लाउड स्पिकर,जनमत पार्टी,46,,5,0,5,7,2559
6847,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,46,,5,0,5,34,2043
6848,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,46,,5,0,5,51,1136
6849,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",46,,5,0,5,6,462
6850,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,46,,5,0,5,11,340
6851,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,46,,5,0,5,16,231
6852,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",46,,5,0,5,50,218
6853,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),46,,5,0,5,38,215
6854,10,2522,गिलास,राष्ट्रिय जनमोर्चा,46,,5,0,5,10,183
6855,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,46,,5,0,5,32,133
6856,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),46,,5,0,5,25,100
6857,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,46,,5,0,5,39,96
6858,9,2578,मादल,नेपाल मजदुर किसान पार्टी,46,,5,0,5,9,71
6859,18,2507,कमलको फूल,नेपाल जनता पार्टी,46,,5,0,5,18,71
6860,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),46,,5,0,5,21,69
6861,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,46,,5,0,5,24,63
6862,19,2521,गितार,संयुक्त नागरिक पार्टी,46,,5,0,5,19,61
6863,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,46,,5,0,5,40,56
6864,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,46,,5,0,5,27,50
6865,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",46,,5,0,5,49,49
6866,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),46,,5,0,5,54,44
6867,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,46,,5,0,5,28,41
6868,14,2536,जग,बहुजन शक्ति पार्टी,46,,5,0,5,14,41
6869,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),46,,5,0,5,17,34
6870,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,46,,5,0,5,47,26
6871,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),46,,5,0,5,48,21
6872,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,46,,5,0,5,12,21
6873,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,46,,5,0,5,22,20
6874,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,46,,5,0,5,13,20
6875,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,46,,5,0,5,30,19
6876,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,46,,5,0,5,23,18
6877,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,46,,5,0,5,33,18
6878,20,2529,घर,नेपाल जनमुक्ति पार्टी,46,,5,0,5,20,15
6879,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),46,,5,0,5,46,14
6880,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,46,,5,0,5,15,14
6881,42,2595,सिट्ठी,नेपाली जनता दल,46,,5,0,5,42,13
6882,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,46,,5,0,5,44,11
