SerialNo,PartyID,SymbolID,SymbolName,PoliticalPartyName,DistrictCd,DistrictName,StateID,SCConstID,CenterConstID,OrderID,TotalVoteReceived
2134,18,2507,कमलको फूल,नेपाल जनता पार्टी,20,,2,0,2,18,22
2135,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,20,,2,0,2,34,21
2136,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,20,,2,0,2,47,20
2137,14,2536,जग,बहुजन शक्ति पार्टी,20,,2,0,2,14,20
2138,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",20,,2,0,2,36,19
2139,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,20,,2,0,2,12,18
2140,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),20,,2,0,2,17,17
2141,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),20,,2,0,2,25,16
2142,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),20,,2,0,2,54,15
2143,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,20,,2,0,2,44,15
2144,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,20,,2,0,2,33,15
2145,10,2522,गिलास,राष्ट्रिय जनमोर्चा,20,,2,0,2,10,15
2146,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),20,,2,0,2,21,14
2147,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,20,,2,0,2,26,14
2148,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,20,,2,0,2,31,13
2149,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,20,,2,0,2,32,13
2150,57,2540,डुङ्‌गा,जन अधिकार पार्टी,20,,2,0,2,57,12
2151,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,20,,2,0,2,45,10
2152,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,20,,2,0,2,13,10
2153,42,2595,सिट्ठी,नेपाली जनता दल,20,,2,0,2,42,9
2154,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,20,,2,0,2,55,8
2155,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),20,,2,0,2,56,8
2156,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,20,,2,0,2,35,7
2157,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,20,,2,0,2,40,7
2158,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",20,,2,0,2,41,7
2159,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,20,,2,0,2,53,6
2160,20,2529,घर,नेपाल जनमुक्ति पार्टी,20,,2,0,2,20,6
2161,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,20,,2,0,2,15,5
2162,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,20,,2,0,2,29,3
2163,43,2505,ओदान,त्रिमुल नेपाल,20,,2,0,2,43,3
2164,37,2530,घोडा,मितेरी पार्टी नेपाल,20,,2,0,2,37,2
2165,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",20,,2,0,2,58,1
2166,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,20,,2,0,2,52,1
2167,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,20,,2,0,3,4,48112
2168,2,2583,रुख,नेपाली काँग्रेस,20,,2,0,3,2,13421
2169,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),20,,2,0,3,1,7963
2170,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",20,,2,0,3,6,1675
2171,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,20,,2,0,3,51,1308
2172,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,20,,2,0,3,3,824
2173,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,20,,2,0,3,5,796
2174,7,2585,लाउड स्पिकर,जनमत पार्टी,20,,2,0,3,7,533
2175,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),20,,2,0,3,46,420
2176,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,20,,2,0,3,34,363
2177,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,20,,2,0,3,16,212
2178,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,20,,2,0,3,30,125
2179,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,20,,2,0,3,39,79
2180,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,20,,2,0,3,24,70
2181,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),20,,2,0,3,54,66
2182,9,2578,मादल,नेपाल मजदुर किसान पार्टी,20,,2,0,3,9,64
2183,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,20,,2,0,3,11,62
2184,18,2507,कमलको फूल,नेपाल जनता पार्टी,20,,2,0,3,18,57
2185,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,20,,2,0,3,27,53
2186,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",20,,2,0,3,50,52
2187,14,2536,जग,बहुजन शक्ति पार्टी,20,,2,0,3,14,31
2188,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,20,,2,0,3,12,28
2189,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,20,,2,0,3,28,26
2190,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),20,,2,0,3,38,21
2191,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,20,,2,0,3,35,21
2192,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,20,,2,0,3,22,20
2193,19,2521,गितार,संयुक्त नागरिक पार्टी,20,,2,0,3,19,18
2194,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),20,,2,0,3,21,18
2195,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,20,,2,0,3,23,18
2196,10,2522,गिलास,राष्ट्रिय जनमोर्चा,20,,2,0,3,10,17
2197,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,20,,2,0,3,33,15
2198,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,20,,2,0,3,47,15
2199,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",20,,2,0,3,41,14
2200,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",20,,2,0,3,36,13
2201,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",20,,2,0,3,58,13
2202,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,20,,2,0,3,52,11
2203,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),20,,2,0,3,48,11
2204,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),20,,2,0,3,17,11
2205,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",20,,2,0,3,49,10
2206,42,2595,सिट्ठी,नेपाली जनता दल,20,,2,0,3,42,10
2207,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,20,,2,0,3,15,9
2208,20,2529,घर,नेपाल जनमुक्ति पार्टी,20,,2,0,3,20,9
2209,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,20,,2,0,3,44,9
2210,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,20,,2,0,3,40,9
2211,57,2540,डुङ्‌गा,जन अधिकार पार्टी,20,,2,0,3,57,9
2212,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),20,,2,0,3,25,8
2213,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,20,,2,0,3,31,8
2214,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,20,,2,0,3,55,8
2215,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,20,,2,0,3,26,7
2216,37,2530,घोडा,मितेरी पार्टी नेपाल,20,,2,0,3,37,6
2217,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,20,,2,0,3,29,6
2218,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,20,,2,0,3,32,6
2219,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,20,,2,0,3,53,6
2220,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,20,,2,0,3,13,3
2221,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,20,,2,0,3,45,3
2222,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),20,,2,0,3,56,3
2223,43,2505,ओदान,त्रिमुल नेपाल,20,,2,0,3,43,1
2224,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,20,,2,0,4,4,52313
2225,2,2583,रुख,नेपाली काँग्रेस,20,,2,0,4,2,12709
2226,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),20,,2,0,4,1,9090
2227,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,20,,2,0,4,3,1386
2228,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,20,,2,0,4,5,857
2229,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,20,,2,0,4,24,789
2230,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",20,,2,0,4,6,738
2231,7,2585,लाउड स्पिकर,जनमत पार्टी,20,,2,0,4,7,647
2232,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,20,,2,0,4,51,610
2233,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,20,,2,0,4,34,518
2234,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,20,,2,0,4,16,282
2235,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),20,,2,0,4,46,109
2236,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,20,,2,0,4,39,92
2237,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,20,,2,0,4,27,73
2238,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),20,,2,0,4,38,67
2239,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,20,,2,0,4,22,63
2240,9,2578,मादल,नेपाल मजदुर किसान पार्टी,20,,2,0,4,9,61
2241,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,20,,2,0,4,11,41
2242,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,20,,2,0,4,30,38
2243,18,2507,कमलको फूल,नेपाल जनता पार्टी,20,,2,0,4,18,34
2244,19,2521,गितार,संयुक्त नागरिक पार्टी,20,,2,0,4,19,33
2245,10,2522,गिलास,राष्ट्रिय जनमोर्चा,20,,2,0,4,10,31
2246,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,20,,2,0,4,13,30
2247,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),20,,2,0,4,54,30
2248,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,20,,2,0,4,33,24
2249,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),20,,2,0,4,21,24
2250,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",20,,2,0,4,36,22
2251,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,20,,2,0,4,12,21
2252,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,20,,2,0,4,47,20
2253,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,20,,2,0,4,28,17
2254,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,20,,2,0,4,23,16
2255,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,20,,2,0,4,15,15
2256,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),20,,2,0,4,17,13
2257,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",20,,2,0,4,49,13
2258,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,20,,2,0,4,40,12
2259,14,2536,जग,बहुजन शक्ति पार्टी,20,,2,0,4,14,12
2260,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,20,,2,0,4,26,11
2261,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),20,,2,0,4,48,10
2262,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,20,,2,0,4,31,9
2263,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),20,,2,0,4,25,9
2264,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,20,,2,0,4,55,9
2265,57,2540,डुङ्‌गा,जन अधिकार पार्टी,20,,2,0,4,57,8
2266,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,20,,2,0,4,35,8
2267,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",20,,2,0,4,41,7
2268,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,20,,2,0,4,44,7
2269,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),20,,2,0,4,56,7
2270,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",20,,2,0,4,50,6
2271,37,2530,घोडा,मितेरी पार्टी नेपाल,20,,2,0,4,37,5
2272,20,2529,घर,नेपाल जनमुक्ति पार्टी,20,,2,0,4,20,4
2273,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,20,,2,0,4,52,4
2274,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,20,,2,0,4,32,4
2275,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",20,,2,0,4,58,4
2276,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,20,,2,0,4,45,3
2277,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,20,,2,0,4,29,3
2278,42,2595,सिट्ठी,नेपाली जनता दल,20,,2,0,4,42,3
2279,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,20,,2,0,4,53,3
2280,43,2505,ओदान,त्रिमुल नेपाल,20,,2,0,4,43,1
2281,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,21,,2,0,1,4,42550
2282,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,21,,2,0,1,3,8036
2283,2,2583,रुख,नेपाली काँग्रेस,21,,2,0,1,2,4853
2284,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),21,,2,0,1,1,4811
2285,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,21,,2,0,1,34,1308
2286,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,21,,2,0,1,5,963
2287,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,21,,2,0,1,24,776
2288,7,2585,लाउड स्पिकर,जनमत पार्टी,21,,2,0,1,7,449
2289,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",21,,2,0,1,6,400
2290,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,21,,2,0,1,51,323
2291,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,21,,2,0,1,16,251
2292,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),21,,2,0,1,46,136
2293,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",21,,2,0,1,49,95
2294,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,21,,2,0,1,39,73
2295,9,2578,मादल,नेपाल मजदुर किसान पार्टी,21,,2,0,1,9,60
2296,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,21,,2,0,1,13,59
2297,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),21,,2,0,1,17,45
2298,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),21,,2,0,1,54,45
2299,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),21,,2,0,1,21,43
2300,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,21,,2,0,1,27,38
2301,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),21,,2,0,1,38,37
2302,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",21,,2,0,1,50,30
2303,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,21,,2,0,1,12,27
2304,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,21,,2,0,1,22,26
2305,10,2522,गिलास,राष्ट्रिय जनमोर्चा,21,,2,0,1,10,21
2306,19,2521,गितार,संयुक्त नागरिक पार्टी,21,,2,0,1,19,21
2307,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,21,,2,0,1,11,20
2308,14,2536,जग,बहुजन शक्ति पार्टी,21,,2,0,1,14,18
2309,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,21,,2,0,1,28,15
2310,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",21,,2,0,1,36,15
2311,53,2590,श्रीवत्स समृद्धिको प्रतीक,समावेशी समाजवादी पार्टी,21,,2,0,1,53,15
2312,20,2529,घर,नेपाल जनमुक्ति पार्टी,21,,2,0,1,20,14
2313,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,21,,2,0,1,47,14
2314,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,21,,2,0,1,44,14
2315,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,21,,2,0,1,23,14
2316,40,2605,हात मिलाएको,राष्ट्रिय जनमुक्ति पार्टी,21,,2,0,1,40,14
2317,18,2507,कमलको फूल,नेपाल जनता पार्टी,21,,2,0,1,18,13
2318,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),21,,2,0,1,48,13
2319,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,21,,2,0,1,30,12
2320,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),21,,2,0,1,25,11
2321,41,2534,चापाकल (ट्‍युवेल),"राष्ट्रिय उर्जाशील पार्टी, नेपाल",21,,2,0,1,41,11
2322,37,2530,घोडा,मितेरी पार्टी नेपाल,21,,2,0,1,37,10
2323,45,2565,बलिरहेको दियो,नेपाल मातृभूमि पार्टी,21,,2,0,1,45,8
2324,57,2540,डुङ्‌गा,जन अधिकार पार्टी,21,,2,0,1,57,7
2325,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,21,,2,0,1,33,7
2326,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,21,,2,0,1,29,6
2327,35,2569,बाली बोकेको महिलाको आकृति,स्वाभिमान पार्टी,21,,2,0,1,35,5
2328,55,2552,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,पिपुल फर्ष्ट पार्टी,21,,2,0,1,55,5
2329,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,21,,2,0,1,26,5
2330,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,21,,2,0,1,15,4
2331,32,2504,उडिरहेको माहुरी,नेशनल रिपब्लिक नेपाल,21,,2,0,1,32,4
2332,43,2505,ओदान,त्रिमुल नेपाल,21,,2,0,1,43,4
2333,42,2595,सिट्ठी,नेपाली जनता दल,21,,2,0,1,42,3
2334,56,2537,जगर भएको सिंह,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),21,,2,0,1,56,2
2335,52,2515,खुला किताब,उन्‍नत लोकतन्त्र पार्टी,21,,2,0,1,52,2
2336,58,2574,भैँसी,"जनता लोकतान्त्रिक पार्टी, नेपाल",21,,2,0,1,58,1
2337,31,2564,बज्र,जनप्रिय लोकतान्त्रिक पार्टी,21,,2,0,1,31,1
2338,4,2528,घण्टी,राष्ट्रिय स्वतन्त्र पार्टी,21,,2,0,2,4,36366
2339,6,2542,ढल्केको छाता,"जनता समाजवादी पार्टी, नेपाल",21,,2,0,2,6,8728
2340,2,2583,रुख,नेपाली काँग्रेस,21,,2,0,2,2,7870
2341,1,2598,सुर्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),21,,2,0,2,1,3089
2342,7,2585,लाउड स्पिकर,जनमत पार्टी,21,,2,0,2,7,781
2343,3,2557,पाँचकुने तारा,नेपाली कम्युनिष्ट पार्टी,21,,2,0,2,3,767
2344,51,2527,गोलो घेराभित्र पानीको बोतल,राष्ट्र निर्माण दल नेपाल,21,,2,0,2,51,674
2345,46,2567,बस,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),21,,2,0,2,46,492
2346,5,2604,हलो,राष्ट्रिय प्रजातन्त्र पार्टी,21,,2,0,2,5,422
2347,34,2501,अँजुलीमा रहेको माटो,श्रम संस्कृति पार्टी,21,,2,0,2,34,328
2348,16,2541,डोको,नेपाल जनता संरक्षण पार्टी,21,,2,0,2,16,248
2349,50,2531,चकिया (जाँतो),"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",21,,2,0,2,50,102
2350,11,2516,खुलेको एकल आँखा,प्रगतिशील लोकतान्त्रिक पार्टी,21,,2,0,2,11,94
2351,9,2578,मादल,नेपाल मजदुर किसान पार्टी,21,,2,0,2,9,82
2352,54,2581,मोबाइल,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),21,,2,0,2,54,73
2353,24,2568,बाँसुरी,राष्ट्रिय परिवर्तन पार्टी,21,,2,0,2,24,63
2354,39,2520,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,सार्वभौम नागरिक पार्टी,21,,2,0,2,39,47
2355,38,2526,गोलो घेराभित्र दुई पात भएको गुलाफको फूल,नेपाल कम्युनिस्ट पार्टी (माओवादी),21,,2,0,2,38,44
2356,27,2548,"तुलसी, मठ",राष्ट्रिय एकता दल,21,,2,0,2,27,39
2357,21,2601,हँसिया,नेपाल कम्युनिष्ट पार्टी (संयुक्त),21,,2,0,2,21,34
2358,33,2510,काखमा बच्चा लिएको आमा,जय मातृभूमि पार्टी,21,,2,0,2,33,34
2359,30,2524,गोलाकार भित्र शङ्‌ख,नेपालका लागि नेपाली पार्टी,21,,2,0,2,30,28
2360,19,2521,गितार,संयुक्त नागरिक पार्टी,21,,2,0,2,19,26
2361,12,2553,दुई हात जोडेको नमस्कार,नेपाल लोकतान्त्रिक पार्टी,21,,2,0,2,12,23
2362,22,2551,दायाँ हातले समातेको मसाल,राष्ट्रिय जनता पार्टी नेपाल,21,,2,0,2,22,21
2363,14,2536,जग,बहुजन शक्ति पार्टी,21,,2,0,2,14,20
2364,28,2571,ब्याट्री,गतिशील लोकतान्त्रिक पार्टी,21,,2,0,2,28,20
2365,18,2507,कमलको फूल,नेपाल जनता पार्टी,21,,2,0,2,18,19
2366,13,2511,कुखुराको भाले,मंगोल नेशनल अर्गनाइजेशन,21,,2,0,2,13,18
2367,49,2591,षटकोण,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",21,,2,0,2,49,18
2368,17,2602,हँसिया र तारा,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),21,,2,0,2,17,18
2369,47,2558,पाँचमुखे रुद्राक्षको दाना,राष्ट्रिय गौरव पार्टी,21,,2,0,2,47,16
2370,10,2522,गिलास,राष्ट्रिय जनमोर्चा,21,,2,0,2,10,15
2371,36,2549,त्रिशुल,"नागरिक शक्ति, नेपाल",21,,2,0,2,36,12
2372,23,2572,भित्ते घडी,समावेशी समाजवादी पार्टी नेपाल,21,,2,0,2,23,11
2373,48,2509,करूवा,नेपाली काँग्रेस (वी.पी.),21,,2,0,2,48,9
2374,26,2550,दाप सहितको खुकुरी,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,21,,2,0,2,26,9
2375,29,2579,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,नेपाली जनश्रमदान संस्कृति पार्टी,21,,2,0,2,29,8
2376,57,2540,डुङ्‌गा,जन अधिकार पार्टी,21,,2,0,2,57,7
2377,15,2555,पञ्जा छाप,नेपाल सद्‍भावना पार्टी,21,,2,0,2,15,7
2378,44,2582,रथ,प्रजातान्त्रिक पार्टी नेपाल,21,,2,0,2,44,6
2379,25,2523,गैँती,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),21,,2,0,2,25,6
